reach_id,pass,taxonID,total_fish
BLUE.20171101.04,1,CYPVEN,86
BLUE.20171101.04,1,ETHMIC,1
BLUE.20171101.04,1,ETHRAD,51
BLUE.20171101.04,1,ETHSPE,6
BLUE.20171101.04,1,GAMAFF,22
BLUE.20171101.04,1,LEPCYA,5
BLUE.20171101.04,1,LEPSP4,1
BLUE.20171101.04,1,MICDOL,2
BLUE.20171101.04,1,NOTBOO,5
BLUE.20171101.04,1,NOTNOC,1
BLUE.20171101.04,1,NOTVOL,11
BLUE.20171101.04,1,PERSCI,1
BLUE.20171101.04,1,PIMNOT,17
BLUE.20171101.04,2,CAMANO,3
BLUE.20171101.04,2,CYPSP3,1
BLUE.20171101.04,2,CYPVEN,30
BLUE.20171101.04,2,ETHMIC,1
BLUE.20171101.04,2,ETHRAD,39
BLUE.20171101.04,2,ETHSPE,2
BLUE.20171101.04,2,GAMAFF,24
BLUE.20171101.04,2,LEPCYA,4
BLUE.20171101.04,2,LEPSP4,1
BLUE.20171101.04,2,NOCASP,2
BLUE.20171101.04,2,NOTVOL,4
BLUE.20171101.04,2,PERSCI,1
BLUE.20171101.04,2,PIMNOT,3
BLUE.20171101.04,3,CAMANO,2
BLUE.20171101.04,3,CYPVEN,9
BLUE.20171101.04,3,ETHRAD,18
BLUE.20171101.04,3,GAMAFF,5
BLUE.20171101.04,3,GAMSP,4
BLUE.20171101.04,3,LEPCYA,4
BLUE.20171101.04,3,LEPSP4,1
BLUE.20171101.04,3,MICDOL,1
BLUE.20171101.04,3,NOTVOL,21
BLUE.20171101.04,3,PERCOP,1
BLUE.20171102.07,1,AMENAT,1
BLUE.20171102.07,1,CAMANO,11
BLUE.20171102.07,1,CYPVEN,5
BLUE.20171102.07,1,ETHRAD,129
BLUE.20171102.07,1,ETHSPE,17
BLUE.20171102.07,1,GAMAFF,7
BLUE.20171102.07,1,LEPCYA,4
BLUE.20171102.07,1,LEPMAC,1
BLUE.20171102.07,1,LEPMEG,1
BLUE.20171102.07,1,LEPSP4,5
BLUE.20171102.07,1,NOCASP,1
BLUE.20171102.07,1,NOTNOC,4
BLUE.20171102.07,1,NOTVOL,2
BLUE.20171102.07,1,PERCAP,2
BLUE.20171102.07,1,PERCOP,1
BLUE.20171102.07,1,PERSCI,3
BLUE.20171102.07,2,CAMANO,9
BLUE.20171102.07,2,ETHRAD,157
BLUE.20171102.07,2,ETHSPE,1
BLUE.20171102.07,2,GAMAFF,2
BLUE.20171102.07,2,LEPCYA,1
BLUE.20171102.07,2,LEPMAC,1
BLUE.20171102.07,2,LEPSP4,2
BLUE.20171102.07,2,MICDOL,1
BLUE.20171102.07,2,NOTBOO,3
BLUE.20171102.07,2,NOTNOC,3
BLUE.20171102.07,2,NOTVOL,9
BLUE.20171102.07,2,PERSCI,1
BLUE.20171102.07,3,CAMANO,7
BLUE.20171102.07,3,ETHRAD,136
BLUE.20171102.07,3,ETHSPE,2
BLUE.20171102.07,3,GAMAFF,4
BLUE.20171102.07,3,LEPCYA,3
BLUE.20171102.07,3,LEPMAC,1
BLUE.20171102.07,3,NOCASP,1
BLUE.20171102.07,3,NOTNOC,1
BLUE.20171102.07,3,NOTVOL,3
BLUE.20171102.07,3,PERCAP,1
BLUE.20171102.07,3,PERSCI,1
BLUE.20171103.06,1,AMENAT,2
BLUE.20171103.06,1,CAMANO,49
BLUE.20171103.06,1,CAMSP,14
BLUE.20171103.06,1,CYPVEN,2
BLUE.20171103.06,1,ETHRAD,270
BLUE.20171103.06,1,ETHSPE,10
BLUE.20171103.06,1,GAMAFF,6
BLUE.20171103.06,1,LEPCYA,3
BLUE.20171103.06,1,NOCASP,3
BLUE.20171103.06,1,NOTBOO,1
BLUE.20171103.06,1,NOTNOC,7
BLUE.20171103.06,1,NOTSUT,10
BLUE.20171103.06,1,PERSCI,1
BLUE.20171103.10,1,AMENAT,1
BLUE.20171103.10,1,CAMANO,44
BLUE.20171103.10,1,CYPVEN,2
BLUE.20171103.10,1,ETHRAD,103
BLUE.20171103.10,1,ETHSPE,2
BLUE.20171103.10,1,GAMAFF,50
BLUE.20171103.10,1,GAMSP,16
BLUE.20171103.10,1,LEPCYA,18
BLUE.20171103.10,1,LEPMAC,3
BLUE.20171103.10,1,LEPSP4,5
BLUE.20171103.10,1,MICDOL,2
BLUE.20171103.10,1,MOXERY,1
BLUE.20171103.10,1,NOCASP,2
BLUE.20171103.10,1,NOTBOO,1
BLUE.20171103.10,1,NOTNOC,2
BLUE.20171103.10,1,NOTSP,2
BLUE.20171103.10,1,NOTSTR,1
BLUE.20171103.10,1,NOTSUT,16
BLUE.20171103.10,1,PERCAP,2
BLUE.20171103.10,1,PERSCI,1
BLUE.20180326.09,1,CAMANO,3
BLUE.20180326.09,1,CYPVEN,4
BLUE.20180326.09,1,ETHMIC,3
BLUE.20180326.09,1,ETHRAD,83
BLUE.20180326.09,1,ETHSP,1
BLUE.20180326.09,1,GAMAFF,77
BLUE.20180326.09,1,ICTSP2,1
BLUE.20180326.09,1,LEPCYA,28
BLUE.20180326.09,1,LEPMAC,5
BLUE.20180326.09,1,MICDOL,1
BLUE.20180326.09,1,NOTBOO,6
BLUE.20180326.09,1,NOTNOC,2
BLUE.20180326.09,1,NOTVOL,18
BLUE.20180326.09,1,PERCAP,2
BLUE.20180326.09,1,PERCOP,1
BLUE.20180326.09,1,PERSCI,1
BLUE.20180409.07,1,CAMANO,4
BLUE.20180409.07,1,CYPVEN,3
BLUE.20180409.07,1,ETHMIC,2
BLUE.20180409.07,1,ETHRAD,183
BLUE.20180409.07,1,ETHSPE,3
BLUE.20180409.07,1,LEPCYA,7
BLUE.20180409.07,1,LYTUMB,1
BLUE.20180409.07,1,MICDOL,2
BLUE.20180409.07,1,NOCASP,1
BLUE.20180409.07,1,NOTBOO,1
BLUE.20180409.07,1,NOTNOC,6
BLUE.20180409.07,1,PIMNOT,1
BLUE.20180409.07,2,AMENAT,1
BLUE.20180409.07,2,CAMANO,1
BLUE.20180409.07,2,CYPVEN,3
BLUE.20180409.07,2,ETHRAD,102
BLUE.20180409.07,2,ETHSPE,5
BLUE.20180409.07,2,GAMAFF,3
BLUE.20180409.07,2,LEPCYA,1
BLUE.20180409.07,2,LYTUMB,1
BLUE.20180409.07,2,NOTNOC,3
BLUE.20180409.07,2,PERCAP,1
BLUE.20180410.01,1,ETHRAD,1
BLUE.20180410.01,1,PERCAP,1
BLUE.20180410.02,1,AMENAT,1
BLUE.20180410.02,1,CAMANO,5
BLUE.20180410.02,1,ETHRAD,111
BLUE.20180410.02,1,ETHSPE,8
BLUE.20180410.02,1,LEPCYA,8
BLUE.20180410.02,1,LEPMEG,4
BLUE.20180410.02,1,LYTUMB,4
BLUE.20180410.02,1,MICDOL,1
BLUE.20180410.02,1,MICSAL,1
BLUE.20180410.02,1,NOTNOC,2
BLUE.20180410.02,1,NOTVOL,26
BLUE.20180410.02,1,PERCAP,1
BLUE.20180410.02,1,PERSCI,2
BLUE.20220329.04,1,AMENAT,2
BLUE.20220329.04,1,CAMANO,5
BLUE.20220329.04,1,CYPCAM,1
BLUE.20220329.04,1,CYPSP1,278
BLUE.20220329.04,1,CYPVEN,139
BLUE.20220329.04,1,ETHMIC,1
BLUE.20220329.04,1,ETHRAD,40
BLUE.20220329.04,1,ETHSP,86
BLUE.20220329.04,1,ETHSPE,34
BLUE.20220329.04,1,GAMAFF,30
BLUE.20220329.04,1,LEPCYA,2
BLUE.20220329.04,1,LEPMEG,1
BLUE.20220329.04,1,LEPSP4,12
BLUE.20220329.04,1,MOXERY,1
BLUE.20220329.04,1,NOTBOO,2
BLUE.20220329.04,1,NOTBUC1,4
BLUE.20220329.04,1,NOTNOC,14
BLUE.20220329.04,1,NOTNUB,1
BLUE.20220329.04,1,NOTSTR,13
BLUE.20220329.04,1,PERCOP,1
BLUE.20220329.04,1,PERSCI,5
BLUE.20220329.04,2,AMENAT,2
BLUE.20220329.04,2,CAMANO,4
BLUE.20220329.04,2,CYPSP,218
BLUE.20220329.04,2,CYPVEN,11
BLUE.20220329.04,2,ETHRAD,36
BLUE.20220329.04,2,ETHSP,38
BLUE.20220329.04,2,ETHSPE,9
BLUE.20220329.04,2,GAMAFF,24
BLUE.20220329.04,2,LEPMEG,2
BLUE.20220329.04,2,LEPSP4,4
BLUE.20220329.04,2,MICDOL,1
BLUE.20220329.04,2,NOTBOO,2
BLUE.20220329.04,2,NOTBUC1,1
BLUE.20220329.04,2,NOTNOC,8
BLUE.20220329.04,2,NOTSTR,9
BLUE.20220329.04,2,PERCAP,2
BLUE.20220329.04,2,PERCOP,1
BLUE.20220329.04,2,PERSCI,3
BLUE.20220329.04,3,AMENAT,2
BLUE.20220329.04,3,CAMANO,3
BLUE.20220329.04,3,CYPSP,85
BLUE.20220329.04,3,CYPVEN,6
BLUE.20220329.04,3,ETHRAD,18
BLUE.20220329.04,3,ETHSP,34
BLUE.20220329.04,3,ETHSPE,7
BLUE.20220329.04,3,GAMAFF,6
BLUE.20220329.04,3,MICDOL,1
BLUE.20220329.04,3,NOTBOO,1
BLUE.20220329.04,3,NOTBUC1,1
BLUE.20220329.04,3,NOTNOC,5
BLUE.20220329.04,3,NOTSTR,2
BLUE.20220329.04,3,PERSCI,4
BLUE.20220330.05,1,AMENAT,1
BLUE.20220330.05,1,CAMANO,3
BLUE.20220330.05,1,CYPSP,2
BLUE.20220330.05,1,CYPVEN,10
BLUE.20220330.05,1,ETHRAD,2
BLUE.20220330.05,1,ETHSP,12
BLUE.20220330.05,1,ETHSPE,5
BLUE.20220330.05,1,GAMAFF,7
BLUE.20220330.05,1,LEPCYA,3
BLUE.20220330.05,1,LEPMAC,1
BLUE.20220330.05,1,LEPMEG,1
BLUE.20220330.05,1,LEPSP4,2
BLUE.20220330.05,1,MICDOL,4
BLUE.20220330.05,1,MICPUN,1
BLUE.20220330.05,1,MOXERY,5
BLUE.20220330.05,1,NOTBOO,1
CARI.20160926.01,1,COTCOG,8
CARI.20160926.01,1,THYARC,1
CARI.20160926.01,2,COTCOG,8
CARI.20160926.01,3,COTCOG,2
CARI.20160927.02,1,COTCOG,5
CARI.20160927.02,1,THYARC,5
CARI.20160927.05,1,THYARC,3
CARI.20160928.06,1,THYARC,1
CARI.20160928.08,1,THYARC,2
CARI.20170524.09,1,THYARC,1
CARI.20180904.01,1,COTCOG,1
CARI.20180904.01,2,THYARC,1
CARI.20190520.01,1,COTCOG,1
CARI.20190916.04,1,THYARC,1
CARI.20190917.10,1,THYARC,1
CARI.20190917.10,2,THYARC,1
CARI.20210524.02,1,THYARC,2
CARI.20210525.03,1,THYARC,1
CARI.20210525.06,3,THYARC,1
CARI.20210526.10,1,THYARC,1
CARI.20220531.01,1,THYARC,2
CARI.20220531.01,2,THYARC,1
CARI.20220602.05,1,THYARC,1
CARI.20220825.01,1,COTCOG,15
CARI.20220825.01,1,THYARC,9
CARI.20220825.01,2,COTCOG,10
CARI.20220825.01,2,THYARC,5
CARI.20220825.01,3,COTCOG,9
CARI.20220825.01,3,THYARC,8
CARI.20220825.04,1,THYARC,5
CARI.20220826.05,1,THYARC,23
CARI.20220826.06,1,THYARC,9
CARI.20220826.06,2,THYARC,1
CARI.20220826.06,3,THYARC,1
CARI.20220826.07,1,THYARC,28
CARI.20220829.10,1,LOTLOT,1
CARI.20220829.10,1,THYARC,11
CARI.20220829.10,2,THYARC,1
CARI.20220829.10,3,THYARC,1
CUPE.20170213.03,1,AGOMON,8
CUPE.20170213.03,1,POERET,12
CUPE.20170213.03,2,POERET,4
CUPE.20170213.03,2,SICPUN,4
CUPE.20170213.03,3,AGOMON,4
CUPE.20170213.03,3,POERET,6
CUPE.20170214.04,1,AGOMON,8
CUPE.20170214.04,1,POERET,14
CUPE.20170214.04,1,SICPUN,8
CUPE.20170214.05,1,AGOMON,4
CUPE.20170214.05,1,POERET,10
CUPE.20170214.05,1,SICPUN,10
CUPE.20170215.06,1,AGOMON,4
CUPE.20170215.06,1,POERET,32
CUPE.20170215.06,1,SICPUN,2
CUPE.20170215.06,2,AGOMON,2
CUPE.20170215.06,2,POERET,16
CUPE.20170215.06,2,SICPUN,4
CUPE.20170215.06,3,AGOMON,2
CUPE.20170215.06,3,SICPUN,2
CUPE.20170216.08,1,AGOMON,6
CUPE.20170216.08,1,SICPUN,2
CUPE.20170216.08,2,AGOMON,4
CUPE.20170216.08,2,SICPUN,10
CUPE.20170216.08,3,SICPUN,2
CUPE.20170217.10,1,AGOMON,12
CUPE.20170217.10,1,ANGROS,2
CUPE.20170217.10,1,SICPUN,4
CUPE.20171211.03,1,AGOMON,2
CUPE.20171211.03,1,SICPLU,2
CUPE.20171211.03,1,SICPUN,1
CUPE.20171211.03,2,AGOMON,1
CUPE.20171211.03,3,AGOMON,2
CUPE.20171211.04,1,AGOMON,2
CUPE.20171211.04,1,SICPLU,2
CUPE.20171212.05,1,AGOMON,4
CUPE.20171212.05,1,SICPUN,1
CUPE.20171212.06,1,AGOMON,2
CUPE.20171212.06,1,SICPLU,2
CUPE.20171212.06,1,SICPUN,2
CUPE.20171212.06,2,AGOMON,2
CUPE.20171212.06,2,SICPLU,1
CUPE.20171212.06,3,AGOMON,1
CUPE.20171212.06,3,SICPLU,1
CUPE.20171213.08,1,AGOMON,4
CUPE.20171213.08,1,SICPLU,1
CUPE.20171213.08,2,AGOMON,2
CUPE.20171213.08,2,SICPLU,2
CUPE.20171213.08,3,SICPLU,2
CUPE.20171214.10,1,AGOMON,2
CUPE.20171214.10,1,AWABAN,1
CUPE.20171214.10,1,SICPLU,1
CUPE.20171214.10,1,SICPUN,1
CUPE.20180212.01,1,AGOMON,4
CUPE.20180212.01,1,AWABAN,1
CUPE.20180212.01,1,SICPLU,3
CUPE.20180212.02,1,AGOMON,2
CUPE.20180212.02,1,ANGROS,1
CUPE.20180212.02,1,GOBSP3,1
CUPE.20180213.03,1,AGOMON,2
CUPE.20180213.03,1,SICPUN,2
CUPE.20180213.03,2,AGOMON,1
CUPE.20180214.06,3,AGOMON,2
CUPE.20180214.07,1,AGOMON,5
CUPE.20180214.07,1,SICPUN,2
CUPE.20180215.08,1,AGOMON,2
CUPE.20180215.08,1,SICSPP1,1
CUPE.20180215.08,2,AGOMON,2
CUPE.20180215.08,2,SICSPP1,2
CUPE.20180215.08,3,AGOMON,1
CUPE.20181126.01,1,AGOMON,2
CUPE.20181126.01,1,POERET,4
CUPE.20181126.01,1,SICPLU,2
CUPE.20181126.01,1,SICPUN,1
CUPE.20181126.02,1,AGOMON,4
CUPE.20181126.02,1,POERET,6
CUPE.20181126.02,1,SICPLU,2
CUPE.20181127.03,1,AGOMON,3
CUPE.20181127.03,1,AWABAN,1
CUPE.20181127.03,1,SICPLU,2
CUPE.20181127.03,1,SICPUN,1
CUPE.20181127.03,2,AGOMON,1
CUPE.20181127.03,2,POERET,1
CUPE.20181127.03,2,SICPLU,1
CUPE.20181127.03,3,POERET,3
CUPE.20181128.06,1,AGOMON,2
CUPE.20181128.06,1,POERET,1
CUPE.20181128.06,1,SICPLU,3
CUPE.20181128.06,2,AGOMON,1
CUPE.20181128.06,2,POERET,2
CUPE.20181128.06,3,AGOMON,3
CUPE.20181128.06,3,POERET,2
CUPE.20181128.07,1,AGOMON,2
CUPE.20181128.07,1,POERET,2
CUPE.20181128.07,1,SICPLU,4
CUPE.20181129.08,1,AGOMON,5
CUPE.20181129.08,1,SICPLU,3
CUPE.20181129.08,2,AGOMON,1
CUPE.20181129.08,2,SICPLU,3
CUPE.20181129.08,3,AGOMON,2
CUPE.20190204.03,1,AGOMON,5
CUPE.20190204.03,1,POERET,12
CUPE.20190204.03,1,SICPUN,1
CUPE.20190204.03,2,AGOMON,2
CUPE.20190204.03,2,POERET,5
CUPE.20190204.03,2,SICPUN,2
CUPE.20190204.03,3,AGOMON,1
CUPE.20190204.03,3,ANGROS,1
CUPE.20190204.03,3,POERET,1
CUPE.20190205.05,1,AGOMON,5
CUPE.20190205.05,1,POERET,3
CUPE.20190205.05,1,SICPLU,1
CUPE.20190205.05,1,SICPUN,2
CUPE.20190205.06,1,AGOMON,1
CUPE.20190205.06,1,POERET,24
CUPE.20190205.06,1,SICPUN,1
CUPE.20190205.06,2,AGOMON,1
CUPE.20190205.06,2,POERET,19
CUPE.20190205.06,3,POERET,5
CUPE.20190206.08,1,AGOMON,4
CUPE.20190206.08,1,SICPUN,1
CUPE.20190207.09,1,AGOMON,4
CUPE.20190207.09,1,SICPUN,3
CUPE.20190207.10,1,AGOMON,4
CUPE.20190207.10,1,ANGROS,1
CUPE.20190207.10,1,SICPLU,2
CUPE.20190207.10,1,SICPUN,2
CUPE.20191202.03,1,POERET,14
CUPE.20191202.03,2,AGOMON,1
CUPE.20191202.03,2,POERET,6
CUPE.20191202.03,2,SICSPP1,1
CUPE.20191202.03,3,AGOMON,1
CUPE.20191202.03,3,POERET,1
CUPE.20191202.03,3,SICPUN,1
CUPE.20191202.03,3,SICSPP1,1
CUPE.20191203.05,1,AGOMON,1
CUPE.20191203.05,1,POERET,3
CUPE.20191203.05,1,SICPLU,1
CUPE.20191203.05,1,SICPUN,2
CUPE.20191203.05,1,SICSPP1,2
CUPE.20191203.06,1,AGOMON,1
CUPE.20191203.06,1,POERET,18
CUPE.20191203.06,1,SICPUN,1
CUPE.20191203.06,2,AGOMON,1
CUPE.20191203.06,2,POERET,22
CUPE.20191203.06,2,SICPLU,1
CUPE.20191203.06,2,SICPUN,1
CUPE.20191203.06,3,POERET,18
CUPE.20191203.06,3,SICPUN,1
CUPE.20191204.08,1,AGOMON,2
CUPE.20191204.08,1,POERET,1
CUPE.20191204.08,1,SICSPP1,1
CUPE.20191204.08,2,AGOMON,1
CUPE.20191204.08,2,POERET,1
CUPE.20191204.08,2,SICPLU,1
CUPE.20191204.08,3,AGOMON,2
CUPE.20191204.08,3,SICPLU,1
CUPE.20191205.09,1,AGOMON,1
CUPE.20191205.09,1,SICSPP1,6
CUPE.20191205.10,1,AGOMON,6
CUPE.20191205.10,1,SICPLU,1
CUPE.20191205.10,1,SICPUN,1
CUPE.20210222.03,1,AGOMON,5
CUPE.20210222.03,1,POERET,35
CUPE.20210222.03,1,SICSPP1,1
CUPE.20210222.03,2,AGOMON,3
CUPE.20210222.03,2,POERET,9
CUPE.20210222.03,3,AGOMON,1
CUPE.20210222.03,3,POERET,7
CUPE.20211213.03,1,AGOMON,5
CUPE.20211213.03,1,POERET,42
CUPE.20211213.03,2,AGOMON,4
CUPE.20211213.03,2,POERET,28
CUPE.20211213.03,3,AGOMON,2
CUPE.20211213.03,3,POERET,20
CUPE.20220221.03,1,AGOMON,4
CUPE.20220221.03,1,POERET,52
CUPE.20220221.03,2,AGOMON,2
CUPE.20220221.03,2,POERET,48
CUPE.20220221.03,3,AGOMON,4
CUPE.20220221.03,3,POERET,10
CUPE.20220222.04,1,AGOMON,7
CUPE.20220222.04,1,AWABAN,1
CUPE.20220222.04,1,POERET,48
CUPE.20220222.04,1,SICSPP1,1
CUPE.20220222.05,1,AGOMON,11
CUPE.20220222.05,1,GOBDOR,1
CUPE.20220222.05,1,POERET,23
CUPE.20220222.05,1,SICSPP1,2
GUIL.20170220.04,1,GAMAFF,28
GUIL.20170220.04,1,POERET,52
GUIL.20170220.04,1,XIPHEL,107
GUIL.20171204.02,3,XIPHEL,1
GUIL.20171205.05,1,XIPHEL,4
GUIL.20171205.05,2,GAMAFF,1
GUIL.20171205.05,2,XIPHEL,4
GUIL.20171205.05,3,POERET,2
GUIL.20171205.05,3,XIPHEL,4
GUIL.20171206.07,1,XIPHEL,2
GUIL.20171207.09,1,GAMAFF,2
GUIL.20171207.09,1,XIPHEL,2
GUIL.20171207.09,2,XIPHEL,2
GUIL.20171207.09,3,GAMAFF,2
GUIL.20171207.09,3,POERET,1
GUIL.20171207.09,3,XIPHEL,8
GUIL.20180205.01,1,GAMAFF,5
GUIL.20180205.01,1,POERET,10
GUIL.20180205.01,1,XIPHEL,9
GUIL.20180206.02,1,POERET,5
GUIL.20180206.02,1,XIPHEL,1
GUIL.20180206.02,2,POERET,2
GUIL.20180206.02,2,XIPHEL,1
GUIL.20180206.02,3,POERET,3
GUIL.20180206.03,1,POERET,4
GUIL.20180206.03,1,XIPHEL,7
GUIL.20180207.05,1,GAMAFF,1
GUIL.20180207.05,1,POERET,12
GUIL.20180207.05,1,XIPHEL,4
GUIL.20180207.05,2,GAMAFF,2
GUIL.20180207.05,2,POERET,4
GUIL.20180207.05,2,XIPHEL,6
GUIL.20180207.05,3,POERET,6
GUIL.20180207.05,3,XIPHEL,4
GUIL.20180207.06,1,POERET,10
GUIL.20180207.06,1,XIPHEL,20
GUIL.20180208.09,1,GAMAFF,2
GUIL.20180208.09,1,POERET,49
GUIL.20180208.09,1,XIPHEL,32
GUIL.20180208.09,2,POERET,27
GUIL.20180208.09,2,XIPHEL,20
GUIL.20180208.09,3,POERET,21
GUIL.20180208.09,3,XIPHEL,26
GUIL.20181203.01,1,POERET,487
GUIL.20181203.01,1,XIPHEL,175
GUIL.20181204.02,1,POERET,377
GUIL.20181204.02,1,XIPHEL,117
GUIL.20181204.02,2,POERET,276
GUIL.20181204.02,2,XIPHEL,98
GUIL.20181204.02,3,POERET,83
GUIL.20181204.02,3,XIPHEL,26
GUIL.20181205.03,1,POERET,250
GUIL.20181205.03,1,XIPHEL,174
GUIL.20181205.05,1,POERET,318
GUIL.20181205.05,1,XIPHEL,191
GUIL.20181205.05,2,POERET,212
GUIL.20181205.05,2,XIPHEL,131
GUIL.20181205.05,3,POERET,264
GUIL.20181205.05,3,XIPHEL,118
GUIL.20181206.06,1,POERET,558
GUIL.20181206.06,1,XIPHEL,368
GUIL.20181207.09,1,POERET,303
GUIL.20181207.09,1,XIPHEL,133
GUIL.20181207.09,2,POERET,119
GUIL.20181207.09,2,XIPHEL,77
GUIL.20181207.09,3,POERET,45
GUIL.20181207.09,3,XIPHEL,31
GUIL.20190211.02,1,POERET,620
GUIL.20190211.02,1,XIPHEL,170
GUIL.20190211.02,2,POERET,496
GUIL.20190211.02,2,XIPHEL,233
GUIL.20190212.05,1,POERET,741
GUIL.20190212.05,1,XIPHEL,221
GUIL.20190212.05,2,POERET,460
GUIL.20190212.05,2,XIPHEL,154
GUIL.20190212.05,3,POERET,342
GUIL.20190212.05,3,XIPHEL,94
GUIL.20190213.07,1,POERET,559
GUIL.20190213.07,1,XIPHEL,247
GUIL.20190213.08,1,POERET,269
GUIL.20190213.08,1,XIPHEL,118
GUIL.20190214.09,1,POERET,302
GUIL.20190214.09,1,XIPHEL,162
GUIL.20190214.09,2,POERET,61
GUIL.20190214.09,2,XIPHEL,36
GUIL.20190214.09,3,POERET,38
GUIL.20190214.09,3,XIPHEL,16
GUIL.20190214.10,1,POERET,153
GUIL.20190214.10,1,XIPHEL,63
GUIL.20191118.02,1,POERET,387
GUIL.20191118.02,1,XIPHEL,235
GUIL.20191118.02,2,POERET,337
GUIL.20191118.02,2,XIPHEL,175
GUIL.20191119.05,1,POERET,305
GUIL.20191119.05,1,XIPHEL,428
GUIL.20191119.05,2,POERET,167
GUIL.20191119.05,2,XIPHEL,323
GUIL.20191119.05,3,POERET,79
GUIL.20191119.05,3,XIPHEL,130
GUIL.20191120.07,1,POERET,54
GUIL.20191120.07,1,XIPHEL,186
GUIL.20191120.08,1,POERET,224
GUIL.20191120.08,1,XIPHEL,156
GUIL.20191121.09,1,POERET,318
GUIL.20191121.09,1,XIPHEL,219
GUIL.20191121.09,2,POERET,141
GUIL.20191121.09,2,XIPHEL,105
GUIL.20191121.09,3,POERET,62
GUIL.20191121.09,3,XIPHEL,57
GUIL.20210223.09,1,POERET,316
GUIL.20210223.09,1,XIPHEL,354
GUIL.20210223.09,2,POERET,204
GUIL.20210223.09,2,XIPHEL,212
GUIL.20210223.09,3,POERET,144
GUIL.20210223.09,3,XIPHEL,116
GUIL.20211214.09,1,POERET,131
GUIL.20211214.09,1,XIPHEL,212
GUIL.20211214.09,2,POERET,188
GUIL.20211214.09,2,XIPHEL,182
GUIL.20211214.09,3,POERET,134
GUIL.20211214.09,3,XIPHEL,157
GUIL.20220223.06,1,POERET,244
GUIL.20220223.06,1,XIPHEL,331
GUIL.20220223.07,1,POERET,111
GUIL.20220223.07,1,XIPHEL,204
GUIL.20220224.09,1,POERET,241
GUIL.20220224.09,1,XIPHEL,232
GUIL.20220224.09,2,POERET,140
GUIL.20220224.09,2,XIPHEL,178
GUIL.20220224.09,3,POERET,61
GUIL.20220224.09,3,XIPHEL,94
HOPB.20161024.03,1,RHIATR,42
HOPB.20161024.03,1,SALFON,28
HOPB.20161024.03,1,SALTRU,3
HOPB.20161024.03,1,SEMATR,5
HOPB.20161025.04,1,NOTCRY,1
HOPB.20161025.04,1,RHIATR,29
HOPB.20161025.04,1,SALFON,19
HOPB.20161025.04,1,SALTRU,9
HOPB.20161025.04,1,SEMATR,14
HOPB.20161025.04,2,RHIATR,16
HOPB.20161025.04,2,SALFON,5
HOPB.20161025.04,2,SALTRU,4
HOPB.20161025.04,2,SEMATR,11
HOPB.20161025.04,3,RHIATR,6
HOPB.20161025.04,3,SALFON,8
HOPB.20161025.04,3,SALTRU,2
HOPB.20161025.04,3,SEMATR,5
HOPB.20161025.05,1,RHIATR,57
HOPB.20161025.05,1,SALFON,18
HOPB.20161025.05,1,SALTRU,6
HOPB.20161025.05,1,SEMATR,8
HOPB.20161026.06,1,RHIATR,63
HOPB.20161026.06,1,SALFON,5
HOPB.20161026.06,1,SALTRU,2
HOPB.20161026.06,1,SEMATR,20
HOPB.20161026.06,2,RHIATR,40
HOPB.20161026.06,2,SALFON,8
HOPB.20161026.06,2,SEMATR,7
HOPB.20161026.06,3,RHIATR,33
HOPB.20161026.06,3,SALFON,2
HOPB.20161026.06,3,SEMATR,6
HOPB.20161027.09,1,RHIATR,109
HOPB.20161027.09,1,SALFON,17
HOPB.20161027.09,1,SEMATR,34
HOPB.20161027.10,1,RHIATR,90
HOPB.20161027.10,1,SALFON,6
HOPB.20161027.10,1,SALTRU,2
HOPB.20161027.10,1,SEMATR,59
HOPB.20161027.10,2,RHIATR,67
HOPB.20161027.10,2,SALFON,2
HOPB.20161027.10,2,SALTRU,1
HOPB.20161027.10,2,SEMATR,39
HOPB.20161027.10,3,NOTCRY,1
HOPB.20161027.10,3,RHIATR,46
HOPB.20161027.10,3,SEMATR,24
HOPB.20170501.01,1,RHIATR,4
HOPB.20170501.01,1,SALFON,6
HOPB.20170501.01,1,SALTRU,4
HOPB.20170501.02,1,NOTGYR,1
HOPB.20170501.02,1,RHIATR,7
HOPB.20170501.02,1,SALFON,5
HOPB.20170501.02,1,SALTRU,1
HOPB.20170502.04,1,RHIATR,5
HOPB.20170502.04,1,SALTRU,1
HOPB.20170502.04,2,RHIATR,3
HOPB.20170502.04,2,SEMATR,1
HOPB.20170502.04,3,RHIATR,5
HOPB.20170502.04,3,SALFON,3
HOPB.20170502.04,3,SEMATR,4
HOPB.20170503.06,1,RHIATR,13
HOPB.20170503.06,1,SALFON,3
HOPB.20170503.06,1,SALTRU,1
HOPB.20170503.06,1,SEMATR,8
HOPB.20170503.06,2,RHIATR,7
HOPB.20170503.06,2,SALFON,4
HOPB.20170503.06,2,SALTRU,1
HOPB.20170503.06,2,SEMATR,2
HOPB.20170503.06,3,RHIATR,6
HOPB.20170503.06,3,SEMATR,2
HOPB.20170503.08,1,AMENEB,1
HOPB.20170503.08,1,NOTCRY,1
HOPB.20170503.08,1,RHIATR,77
HOPB.20170503.08,1,SALFON,1
HOPB.20170503.08,1,SEMATR,60
HOPB.20170503.10,1,RHIATR,58
HOPB.20170503.10,1,SALFON,2
HOPB.20170503.10,1,SEMATR,27
HOPB.20170503.10,2,RHIATR,21
HOPB.20170503.10,2,SALFON,1
