taxonTypeCode,taxonID,acceptedTaxonID,scientificName,scientificNameAuthorship,taxonRank,vernacularName,taxonProtocolCategory,nameAccordingToID,nameAccordingToTitle,kingdom,subkingdom,infrakingdom,superdivision,division,subdivision,infradivision,parvdivision,superphylum,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,section,subsection,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,subvariety,form,subform,race,stirp,morph,abberation,unspecified,speciesGroup,specificEpithet,infraspecificEpithet
FISH,LEPALB,LEPALB,Lepidomeda albivallis,Miller & Hubbs,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda albivallis,,,,,,,,,,,,albivallis,
FISH,LEPALI,LEPALI,Lepidomeda aliciae,(Jouy),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda aliciae,,,,,,,,,,,,aliciae,
FISH,LEPALT,LEPALT,Lepidomeda altivelis,Miller & Hubbs,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda altivelis,,,,,,,,,,,,altivelis,
FISH,LEPAUR,LEPAUR,Lepomis auritus,(Linnaeus),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis auritus,,,,,,,,,,,,auritus,
FISH,LEPCOP,LEPCOP,Lepidomeda copei,(Jordan & Gilbert),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda copei,,,,,,,,,,,,copei,
FISH,LEPCYA,LEPCYA,Lepomis cyanellus,Rafinesque,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis cyanellus,,,,,,,,,,,,cyanellus,
FISH,LEPFAS,LEPFAS,Leporinus fasciatus,(Bloch),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Characiformes,,,,,,Anostomidae,,,,Leporinus,,Leporinus fasciatus,,,,,,,,,,,,fasciatus,
FISH,LEPGIB,LEPGIB,Lepomis gibbosus,(Linnaeus),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis gibbosus,,,,,,,,,,,,gibbosus,
FISH,LEPGUL,LEPGUL,Lepomis gulosus,(Cuvier),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis gulosus,,,,,,,,,,,,gulosus,
FISH,LEPHUM,LEPHUM,Lepomis humilis,(Girard),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis humilis,,,,,,,,,,,,humilis,
FISH,LEPMAC,LEPMAC,Lepomis macrochirus,Rafinesque,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis macrochirus,,,,,,,,,,,,macrochirus,
FISH,LEPMAR,LEPMAR,Lepomis marginatus,(Holbrook),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis marginatus,,,,,,,,,,,,marginatus,
FISH,LEPMEG,LEPMEG,Lepomis megalotis,(Rafinesque),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis megalotis,,,,,,,,,,,,megalotis,
FISH,LEPMIC,LEPMIC,Lepomis microlophus,(Günther),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis microlophus,,,,,,,,,,,,microlophus,
FISH,LEPMIN,LEPMIN,Lepomis miniatus,(Jordan),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis miniatus,,,,,,,,,,,,miniatus,
FISH,LEPMOL,LEPMOL,Lepidomeda mollispinis,Miller & Hubbs,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda mollispinis,,,,,,,,,,,,mollispinis,
FISH,LEPMOL1,LEPMOL1,Lepidomeda mollispinis mollispinis,Miller and Hubbs,subspecies,Virgin spinedace,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201924 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201924, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda mollispinis,mollispinis,,,,,,,,,,,mollispinis,mollispinis
FISH,LEPMOL2,LEPMOL2,Lepidomeda mollispinis pratensis,Miller and Hubbs,subspecies,Big Spring spinedace,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201925 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201925, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda mollispinis,pratensis,,,,,,,,,,,mollispinis,pratensis
FISH,LEPOCU,LEPOCU,Lepisosteus oculatus,Winchell,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,Lepisosteus,,Lepisosteus oculatus,,,,,,,,,,,,oculatus,
FISH,LEPOMM,LEPOMM,Leptolucania ommata,(Jordan),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Fundulidae,,,,Leptolucania,,Leptolucania ommata,,,,,,,,,,,,ommata,
FISH,LEPOSS,LEPOSS,Lepisosteus osseus,(Linnaeus),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,Lepisosteus,,Lepisosteus osseus,,,,,,,,,,,,osseus,
FISH,LEPPEL,LEPPEL,Lepomis peltastes,Cope,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis peltastes,,,,,,,,,,,,peltastes,
FISH,LEPPLA,LEPPLA,Lepisosteus platostomus,Rafinesque,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,Lepisosteus,,Lepisosteus platostomus,,,,,,,,,,,,platostomus,
FISH,LEPPLA1,LEPPLA1,Lepisosteus platyrhincus,DeKay,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,Lepisosteus,,Lepisosteus platyrhincus,,,,,,,,,,,,platyrhincus,
FISH,LEPPUN,LEPPUN,Lepomis punctatus,(Valenciennes),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis punctatus,,,,,,,,,,,,punctatus,
FISH,LEPSP,LEPSP,Leporinus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163161 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163161, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Characiformes,,,,,,Anostomidae,,,,Leporinus,,,,,,,,,,,,,,sp.,
FISH,LEPSP1,LEPSP1,Lepidomeda sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163570 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163570, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,,,,,,,,,,,,,sp.,
FISH,LEPSP2,LEPSP2,Leptolucania sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165695 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165695, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Fundulidae,,,,Leptolucania,,,,,,,,,,,,,,sp.,
FISH,LEPSP3,LEPSP3,Lepisosteus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161093 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161093, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,Lepisosteus,,,,,,,,,,,,,,sp.,
FISH,LEPSP4,LEPSP4,Lepomis sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168130 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168130, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,,,,,,,,,,,,,sp.,
FISH,LEPSP5,LEPSP5,Lepisosteidae sp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161092 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161092, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,,,,,,,,,,,,,,,sp.,
FISH,LEPSP6,LEPSP6,Lepisosteiformes sp.,,order,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=650224 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=650224, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,,,,,,,,,,,,,,,,,,,sp.,
FISH,LEPSPP,LEPSPP,Leporinus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163161 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163161, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Characiformes,,,,,,Anostomidae,,,,Leporinus,,,,,,,,,,,,,,spp.,
FISH,LEPSPP1,LEPSPP1,Lepidomeda spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163570 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163570, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,,,,,,,,,,,,,spp.,
FISH,LEPSPP2,LEPSPP2,Leptolucania spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165695 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165695, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Fundulidae,,,,Leptolucania,,,,,,,,,,,,,,spp.,
FISH,LEPSPP3,LEPSPP3,Lepisosteus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161093 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161093, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,Lepisosteus,,,,,,,,,,,,,,spp.,
FISH,LEPSPP4,LEPSPP4,Lepomis spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168130 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=168130, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,,,,,,,,,,,,,spp.,
FISH,LEPSPP5,LEPSPP5,Lepisosteidae spp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161092 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161092, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,Lepisosteidae,,,,,,,,,,,,,,,,,,spp.,
FISH,LEPSPP6,LEPSPP6,Lepisosteiformes spp.,,order,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=650224 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=650224, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Lepisosteiformes,,,,,,,,,,,,,,,,,,,,,,,,spp.,
FISH,LEPSYM,LEPSYM,Lepomis symmetricus,Forbes,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Perciformes,,,,,,Centrarchidae,,,,Lepomis,,Lepomis symmetricus,,,,,,,,,,,,symmetricus,
FISH,LEPVIT,LEPVIT,Lepidomeda vittata,Cope,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Lepidomeda,,Lepidomeda vittata,,,,,,,,,,,,vittata,
FISH,LETALA,LETALA,Lethenteron alaskense,Vladykov & Kott,species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Lethenteron,,Lethenteron alaskense,,,,,,,,,,,,alaskense,
FISH,LETAPP,LETAPP,Lethenteron appendix,(DeKay),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Lethenteron,,Lethenteron appendix,,,,,,,,,,,,appendix,
FISH,LETCAM,LETCAM,Lethenteron camtschaticum,(Tilesius),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Lethenteron,,Lethenteron camtschaticum,,,,,,,,,,,,camtschaticum,
FISH,LETSP,LETSP,Lethenteron sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=622232 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=622232, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Lethenteron,,,,,,,,,,,,,,sp.,
FISH,LETSPP,LETSPP,Lethenteron spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=622232 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=622232, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Cephalaspidomorphi,,,,Petromyzontiformes,,,,,,Petromyzontidae,,,,Lethenteron,,,,,,,,,,,,,,spp.,
FISH,LEUIDU,LEUIDU,Leuciscus idus,(Linnaeus),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Leuciscus,,Leuciscus idus,,,,,,,,,,,,idus,
FISH,LEUSP,LEUSP,Leuciscus sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163575 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163575, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Leuciscus,,,,,,,,,,,,,,sp.,
FISH,LEUSPP,LEUSPP,Leuciscus spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163575 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163575, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cypriniformes,,,,,,Cyprinidae,,,,Leuciscus,,,,,,,,,,,,,,spp.,
FISH,LIMSP,LIMSP,Limia sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165944 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165944, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Poeciliidae,,,,Limia,,,,,,,,,,,,,,sp.,
FISH,LIMSPP,LIMSPP,Limia spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165944 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165944, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Poeciliidae,,,,Limia,,,,,,,,,,,,,,spp.,
FISH,LIMVIT,LIMVIT,Limia vittata,(Guichenot),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Cyprinodontiformes,,,,,,Poeciliidae,,,,Limia,,Limia vittata,,,,,,,,,,,,vittata,
FISH,LIOGLA,LIOGLA,Liopsetta glacialis,(Pallas),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Pleuronectiformes,,,,,,Pleuronectidae,,,,Liopsetta,,Liopsetta glacialis,,,,,,,,,,,,glacialis,
FISH,LIOSP,LIOSP,Liopsetta sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172883 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172883, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Pleuronectiformes,,,,,,Pleuronectidae,,,,Liopsetta,,,,,,,,,,,,,,sp.,
FISH,LIOSPP,LIOSPP,Liopsetta spp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172883 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172883, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Pleuronectiformes,,,,,,Pleuronectidae,,,,Liopsetta,,,,,,,,,,,,,,spp.,
FISH,LORSP,LORSP,Loricariidae sp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164340 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164340, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Loricariidae,,,,,,,,,,,,,,,,,,sp.,
FISH,LORSPP,LORSPP,Loricariidae spp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164340 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164340, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Siluriformes,,,,,,Loricariidae,,,,,,,,,,,,,,,,,,spp.,
FISH,LOTLOT,LOTLOT,Lota lota,(Linnaeus),species,,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Gadiformes,,,,,,Lotidae,,,,Lota,,Lota lota,,,,,,,,,,,,lota,
FISH,LOTSP,LOTSP,Lota sp.,,genus,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164724 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164724, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Gadiformes,,,,,,Lotidae,,,,Lota,,,,,,,,,,,,,,sp.,
FISH,LOTSP1,LOTSP1,Lotidae sp.,,family,,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=161087, accessed 31 Aug 2017",Animalia,,,,,,,,,Chordata,,,,Actinopterygii,,,,Gadiformes,,,,,,Lotidae,,,,,,,,,,,,,,,,,,sp.,
