uid,domainID,siteID,namedLocation,collectDate,sortDate,qcSortDate,sampleID,sampleCode,mixedInvertVialID,mixedInvertVialCode,chironomidVialID,chironomidVialCode,oligochaeteVialID,oligochaeteVialCode,largeInvertVialID,largeInvertVialCode,testProtocolVersion,primaryMatrix,preRinseVolume,postRinseVolume,subsamplePercent,qcSortingEfficacy,qcIterationCount,qcPercentSimilarity,laboratoryName,sortedBy,qcSortedBy,benchRemarks,dataQF,qcEnumerationDifference,qcTaxonomicDifference
"adcd90bf-3d2f-4891-bb4f-0f8759732f90","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-28",,"CUPE.20150508.RIFFLES.5",,"CUPE.20150508.RIFFLES.5",,"CUPE.20150508.RIFFLES.5",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,80.0,,,,"GEI Consultants Inc.","NdJ01TaNi30=",,"gravel; some leaking into outer bag smeared label but still legible","legacyData",,
"29a05ceb-76bc-457c-b632-7ac13b807fda","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-22","2015-09-29","CUPE.20150508.RIFFLES.3",,"CUPE.20150508.RIFFLES.3",,"CUPE.20150508.RIFFLES.3",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,30.0,95.2,2,,"GEI Consultants Inc.","sPcSwXhklzI=","7Z/XjqOPqx8=","organic; some leaking into outer bag smeared label but still legible","legacyData",,
"fbbe397e-f215-4d19-ba65-f0ee7faf3fe2","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-22",,"CUPE.20150508.RIFFLES.2",,"CUPE.20150508.RIFFLES.2",,"CUPE.20150508.RIFFLES.2",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,50.0,,,,"GEI Consultants Inc.","NdJ01TaNi30=",,"gravel; some leaking into outer bag smeared label but still legible","legacyData",,
"d9fed8b2-15d1-4302-b1fa-c7c6c00bc0fd","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-17",,"CUPE.20150508.RUNS.3",,"CUPE.20150508.RUNS.3",,"CUPE.20150508.RUNS.3",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","sand",,,100.0,,,,"GEI Consultants Inc.","sPcSwXhklzI=",,"some leaking into outer bag smeared label but still legible","legacyData",,
"7b5f8db9-2622-469c-b92b-9e76f818d825","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-16",,"CUPE.20150508.RIFFLES.1",,"CUPE.20150508.RIFFLES.1",,"CUPE.20150508.RIFFLES.1",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,40.0,,,,"GEI Consultants Inc.","NdJ01TaNi30=",,"gravel; some leaking into outer bag smeared label but still legible","legacyData",,
"332ea7e7-2836-459d-81f7-d71417875b1f","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-23",,"CUPE.20150508.RIFFLES.4",,"CUPE.20150508.RIFFLES.4",,"CUPE.20150508.RIFFLES.4",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,70.0,,,,"GEI Consultants Inc.","sPcSwXhklzI=",,"gravel; some leaking into outer bag smeared label but still legible","legacyData",,
"00e7d3f4-5d8b-40b5-9b73-119d892e3fbd","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-17",,"CUPE.20150508.RUNS.2",,"CUPE.20150508.RUNS.2",,"CUPE.20150508.RUNS.2",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","sand",,,100.0,,,,"GEI Consultants Inc.","sPcSwXhklzI=",,"some leaking into outer bag smeared label but still legible","legacyData",,
"8d31bd96-0185-43b8-be88-bf7eee6f858d","D04","CUPE","CUPE.AOS.reach","2015-05-08T12:30Z","2015-09-16",,"CUPE.20150508.RUNS.1",,"CUPE.20150508.RUNS.1",,"CUPE.20150508.RUNS.1",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","NdJ01TaNi30=",,"gravel; some leaking into outer bag smeared label but still legible","legacyData",,
"b8384c5e-b938-4eaa-90ee-7897e2c6b5f9","D04","CUPE","CUPE.AOS.reach","2015-05-08T16:00Z","2015-08-04",,"STCU.20150508.RIFFLES.2",,"STCU.20150508.RIFFLES.2",,"STCU.20150508.RIFFLES.2",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","NdJ01TaNi30=",,"gravel; some leaking into outer bag smeared label but still legible","legacyData",,
"80bbabb4-1585-4acc-9549-31f055bfe2e9","D04","CUPE","CUPE.AOS.reach","2015-05-08T16:00Z","2015-08-25",,"STCU.20150508.RIFFLES.5",,"STCU.20150508.RIFFLES.5",,"STCU.20150508.RIFFLES.5",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","sand",,,100.0,,,,"GEI Consultants Inc.","sPcSwXhklzI=",,"some leaking into outer bag smeared label but still legible","legacyData",,
