uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,sampleCondition,geneticSampleID,geneticSampleCode,geneticSampleCond,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"78d4d31a-b6a9-430d-ab86-a588acd185d5","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.SURBER.1","A00000152624",,"HOPB.20210728.SURBER.1.DNA","A00000152668",,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",1,"cobble",0.093,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
"654792e5-a144-426e-a270-45205875db4a","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.SURBER.2","A00000152635",,,,,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",2,"cobble",0.093,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
"126b9dc9-5775-47cf-928f-5393db7d65a2","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.CORE.1","A00000152620",,,,,"NEON.DOC.003046vE",,"OK - no known exceptions","pool","core",1,"sand",0.006,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
"733e925a-eefd-469e-89db-bff05d0ba215","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.CORE.2","A00000152619",,,,,"NEON.DOC.003046vE",,"OK - no known exceptions","pool","core",2,"sand",0.006,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
"9c7f0fcc-4a48-4549-92ca-21f54e4cb00e","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.SURBER.4","A00000152667",,,,,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",4,"cobble",0.093,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
"d12d84ec-5e30-4cf0-bde1-7a4d383355b2","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.SURBER.5","A00000152636",,"HOPB.20210728.SURBER.5.DNA","A00000152652",,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",5,"cobble",0.093,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
"96e56dc5-3030-4f3f-a9b0-99865af15d54","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.SURBER.3","A00000152651",,"HOPB.20210728.SURBER.3.DNA","A00000152610",,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",3,"cobble",0.093,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
"1d6a18ac-e83b-4ec5-bd5a-dcd7b98cee62","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2021-07-28T13:23Z","HOPB.20210728",2,"HOPB.20210728.CORE.3","A00000152666",,,,,"NEON.DOC.003046vE",,"OK - no known exceptions","pool","core",3,"sand",0.006,,,,,,,"0000-0003-4647-8125","0000-0002-8506-6396",
