uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,sampleCondition,geneticSampleID,geneticSampleCode,geneticSampleCond,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"0faf6454-9601-4837-8d3c-2b65ea823285","D09","PRLA","PRLA.AOS.riparian.point.06",47.160532,-99.113847,0.1,"WGS84",563.9,0.1,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.BENTHICSWEEP.6","A00000242933","OK",,,,"NEON.DOC.003046vF",,"OK - no known exceptions","littoral","benthicSweep",6,,0.305,,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
"32ba0446-d46d-466d-9442-10e7d1808153","D09","PRLA","PRLA.AOS.riparian.point.02",47.161496,-99.118068,0.1,"WGS84",564.5,0.1,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.BENTHICSWEEP.2","A00000242934","OK",,,,"NEON.DOC.003046vF",,"OK - no known exceptions","littoral","benthicSweep",2,,0.305,,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
"390f7c9d-7781-461b-a108-a1c006b4394e","D09","PRLA","PRLA.AOS.riparian.point.12",47.159164,-99.124312,0.1,"WGS84",563.8,0.1,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.BENTHICSWEEP.12","A00000242529","OK","PRLA.20220426.BENTHICSWEEP.12.ARC","A00000242909","OK","NEON.DOC.003046vF",,"OK - no known exceptions","littoral","benthicSweep",12,,0.305,,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
"b9482aef-4519-4553-8ced-c85eb7d66ea0","D09","PRLA","PRLA.AOS.buoy.c0",47.159718,-99.118723,10.0,"WGS84",561.0,10.0,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.PONAR.1","A00000242861","OK",,,,"NEON.DOC.003046vF",,"OK - no known exceptions","pelagic","petitePonar",1,,0.023,2.8,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
"e565fde4-7725-4312-a312-8ef9cfc4244d","D09","PRLA","PRLA.AOS.riparian.point.08",47.157105,-99.116611,0.1,"WGS84",564.1,0.1,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.BENTHICSWEEP.8","A00000242931","OK","PRLA.20220426.BENTHICSWEEP.8.ARC","A00000242862","OK","NEON.DOC.003046vF",,"OK - no known exceptions","littoral","benthicSweep",8,,0.305,,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
"63ab1994-9a0c-4e3f-98e1-ba876cead20f","D09","PRLA","PRLA.AOS.littoral2",47.160850,-99.120215,1.1,"WGS84",562.3,1.0,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.PONAR.3","A00000242877","OK",,,,"NEON.DOC.003046vF",,"OK - no known exceptions","pelagic","petitePonar",3,,0.023,1.0,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
"942c5682-aa32-4b24-a9aa-9510ce5bc6db","D09","PRLA","PRLA.AOS.littoral1",47.159093,-99.114228,1.1,"WGS84",562.4,1.0,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.PONAR.2","A00000242893","OK",,,,"NEON.DOC.003046vF",,"OK - no known exceptions","pelagic","petitePonar",2,,0.023,0.5,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
"8baaabd6-df39-4bd3-8f09-69f87c48a641","D09","PRLA","PRLA.AOS.riparian.point.04",47.162789,-99.115020,0.1,"WGS84",564.1,0.1,"lake","2022-04-26T15:48Z","PRLA.20220426",1,"PRLA.20220426.BENTHICSWEEP.4","A00000242935","OK","PRLA.20220426.BENTHICSWEEP.4.ARC","A00000240966","OK","NEON.DOC.003046vF",,"OK - no known exceptions","littoral","benthicSweep",4,,0.305,,,,,,,"0000-0002-8352-658X","0000-0002-9771-6042",
