sample_id,site_id,taxon_id,reach,date,last_minus_first,pass_number,total_fish,increased
PRIN_FUNNOT_02_2017-11-13,PRIN,FUNNOT,02,2017-11-13,-29,1,29,no
PRIN_FUNNOT_02_2017-11-13,PRIN,FUNNOT,02,2017-11-13,-29,2,0,no
PRIN_FUNNOT_02_2017-11-13,PRIN,FUNNOT,02,2017-11-13,-29,3,0,no
PRIN_FUNNOT_02_2019-02-26,PRIN,FUNNOT,02,2019-02-26,-6,1,6,no
PRIN_FUNNOT_02_2019-02-26,PRIN,FUNNOT,02,2019-02-26,-6,2,0,no
PRIN_FUNNOT_02_2019-02-26,PRIN,FUNNOT,02,2019-02-26,-6,3,0,no
PRIN_FUNNOT_02_2019-11-18,PRIN,FUNNOT,02,2019-11-18,-8,1,8,no
PRIN_FUNNOT_02_2019-11-18,PRIN,FUNNOT,02,2019-11-18,-8,2,0,no
PRIN_FUNNOT_02_2019-11-18,PRIN,FUNNOT,02,2019-11-18,-8,3,0,no
MAYF_FUNNOT_02_2019-11-19,MAYF,FUNNOT,02,2019-11-19,0,1,0,no
MAYF_FUNNOT_02_2019-11-19,MAYF,FUNNOT,02,2019-11-19,0,2,1,no
MAYF_FUNNOT_02_2019-11-19,MAYF,FUNNOT,02,2019-11-19,0,3,0,no
MAYF_FUNNOT_02_2020-12-03,MAYF,FUNNOT,02,2020-12-03,0,1,2,no
MAYF_FUNNOT_02_2020-12-03,MAYF,FUNNOT,02,2020-12-03,0,2,0,no
MAYF_FUNNOT_02_2020-12-03,MAYF,FUNNOT,02,2020-12-03,0,3,2,no
MAYF_FUNNOT_02_2021-04-20,MAYF,FUNNOT,02,2021-04-20,-1,1,1,no
MAYF_FUNNOT_02_2021-04-20,MAYF,FUNNOT,02,2021-04-20,-1,2,0,no
MAYF_FUNNOT_02_2021-04-20,MAYF,FUNNOT,02,2021-04-20,-1,3,0,no
MAYF_FUNOLI_02_2016-04-05,MAYF,FUNOLI,02,2016-04-05,-1,1,1,no
MAYF_FUNOLI_02_2016-04-05,MAYF,FUNOLI,02,2016-04-05,-1,2,0,no
MAYF_FUNOLI_02_2016-04-05,MAYF,FUNOLI,02,2016-04-05,-1,3,0,no
MAYF_FUNOLI_02_2016-10-31,MAYF,FUNOLI,02,2016-10-31,-3,1,4,no
MAYF_FUNOLI_02_2016-10-31,MAYF,FUNOLI,02,2016-10-31,-3,2,3,no
MAYF_FUNOLI_02_2016-10-31,MAYF,FUNOLI,02,2016-10-31,-3,3,1,no
MAYF_FUNOLI_02_2017-03-28,MAYF,FUNOLI,02,2017-03-28,1,1,1,yes
MAYF_FUNOLI_02_2017-03-28,MAYF,FUNOLI,02,2017-03-28,1,2,7,yes
MAYF_FUNOLI_02_2017-03-28,MAYF,FUNOLI,02,2017-03-28,1,3,2,yes
MAYF_FUNOLI_02_2018-04-02,MAYF,FUNOLI,02,2018-04-02,-2,1,2,no
MAYF_FUNOLI_02_2018-04-02,MAYF,FUNOLI,02,2018-04-02,-2,2,0,no
MAYF_FUNOLI_02_2018-04-02,MAYF,FUNOLI,02,2018-04-02,-2,3,0,no
MAYF_FUNOLI_02_2018-11-26,MAYF,FUNOLI,02,2018-11-26,-5,1,7,no
MAYF_FUNOLI_02_2018-11-26,MAYF,FUNOLI,02,2018-11-26,-5,2,1,no
MAYF_FUNOLI_02_2018-11-26,MAYF,FUNOLI,02,2018-11-26,-5,3,2,no
MAYF_FUNOLI_02_2019-03-27,MAYF,FUNOLI,02,2019-03-27,-3,1,3,no
MAYF_FUNOLI_02_2019-03-27,MAYF,FUNOLI,02,2019-03-27,-3,2,1,no
MAYF_FUNOLI_02_2019-03-27,MAYF,FUNOLI,02,2019-03-27,-3,3,0,no
MAYF_FUNOLI_02_2019-11-19,MAYF,FUNOLI,02,2019-11-19,0,1,2,no
MAYF_FUNOLI_02_2019-11-19,MAYF,FUNOLI,02,2019-11-19,0,2,3,no
MAYF_FUNOLI_02_2019-11-19,MAYF,FUNOLI,02,2019-11-19,0,3,2,no
MAYF_FUNOLI_02_2020-12-03,MAYF,FUNOLI,02,2020-12-03,-1,1,1,no
MAYF_FUNOLI_02_2020-12-03,MAYF,FUNOLI,02,2020-12-03,-1,2,1,no
MAYF_FUNOLI_02_2020-12-03,MAYF,FUNOLI,02,2020-12-03,-1,3,0,no
MAYF_FUNOLI_02_2021-03-29,MAYF,FUNOLI,02,2021-03-29,-2,1,2,no
MAYF_FUNOLI_02_2021-03-29,MAYF,FUNOLI,02,2021-03-29,-2,2,1,no
MAYF_FUNOLI_02_2021-03-29,MAYF,FUNOLI,02,2021-03-29,-2,3,0,no
MAYF_FUNSP_02_2019-11-19,MAYF,FUNSP,02,2019-11-19,-1,1,1,no
MAYF_FUNSP_02_2019-11-19,MAYF,FUNSP,02,2019-11-19,-1,2,0,no
MAYF_FUNSP_02_2019-11-19,MAYF,FUNSP,02,2019-11-19,-1,3,0,no
MAYF_FUNSP_02_2020-12-03,MAYF,FUNSP,02,2020-12-03,1,1,0,yes
MAYF_FUNSP_02_2020-12-03,MAYF,FUNSP,02,2020-12-03,1,2,0,yes
MAYF_FUNSP_02_2020-12-03,MAYF,FUNSP,02,2020-12-03,1,3,1,yes
KING_GAMAFF_02_2017-10-18,KING,GAMAFF,02,2017-10-18,-2,1,2,no
KING_GAMAFF_02_2017-10-18,KING,GAMAFF,02,2017-10-18,-2,2,0,no
KING_GAMAFF_02_2017-10-18,KING,GAMAFF,02,2017-10-18,-2,3,0,no
BLUE_GAMAFF_02_2017-10-31,BLUE,GAMAFF,02,2017-10-31,0,1,0,no
BLUE_GAMAFF_02_2017-10-31,BLUE,GAMAFF,02,2017-10-31,0,2,1,no
BLUE_GAMAFF_02_2017-10-31,BLUE,GAMAFF,02,2017-10-31,0,3,0,no
PRIN_GAMAFF_02_2017-11-13,PRIN,GAMAFF,02,2017-11-13,-99,1,99,no
PRIN_GAMAFF_02_2017-11-13,PRIN,GAMAFF,02,2017-11-13,-99,2,0,no
PRIN_GAMAFF_02_2017-11-13,PRIN,GAMAFF,02,2017-11-13,-99,3,0,no
PRIN_GAMAFF_02_2019-02-26,PRIN,GAMAFF,02,2019-02-26,-9,1,9,no
PRIN_GAMAFF_02_2019-02-26,PRIN,GAMAFF,02,2019-02-26,-9,2,0,no
PRIN_GAMAFF_02_2019-02-26,PRIN,GAMAFF,02,2019-02-26,-9,3,0,no
ARIK_GAMAFF_02_2019-04-09,ARIK,GAMAFF,02,2019-04-09,-2,1,2,no
ARIK_GAMAFF_02_2019-04-09,ARIK,GAMAFF,02,2019-04-09,-2,2,0,no
ARIK_GAMAFF_02_2019-04-09,ARIK,GAMAFF,02,2019-04-09,-2,3,0,no
KING_GAMAFF_02_2019-04-09,KING,GAMAFF,02,2019-04-09,-1,1,1,no
KING_GAMAFF_02_2019-04-09,KING,GAMAFF,02,2019-04-09,-1,2,0,no
KING_GAMAFF_02_2019-04-09,KING,GAMAFF,02,2019-04-09,-1,3,0,no
ARIK_GAMAFF_02_2019-10-15,ARIK,GAMAFF,02,2019-10-15,-338,1,338,no
ARIK_GAMAFF_02_2019-10-15,ARIK,GAMAFF,02,2019-10-15,-338,2,0,no
ARIK_GAMAFF_02_2019-10-15,ARIK,GAMAFF,02,2019-10-15,-338,3,0,no
PRIN_GAMAFF_02_2019-11-18,PRIN,GAMAFF,02,2019-11-18,-4,1,4,no
PRIN_GAMAFF_02_2019-11-18,PRIN,GAMAFF,02,2019-11-18,-4,2,0,no
PRIN_GAMAFF_02_2019-11-18,PRIN,GAMAFF,02,2019-11-18,-4,3,0,no
ARIK_GAMAFF_02_2021-04-05,ARIK,GAMAFF,02,2021-04-05,-1,1,1,no
ARIK_GAMAFF_02_2021-04-05,ARIK,GAMAFF,02,2021-04-05,-1,2,0,no
ARIK_GAMAFF_02_2021-04-05,ARIK,GAMAFF,02,2021-04-05,-1,3,0,no
CUPE_GOBSP3_02_2018-02-12,CUPE,GOBSP3,02,2018-02-12,-1,1,1,no
CUPE_GOBSP3_02_2018-02-12,CUPE,GOBSP3,02,2018-02-12,-1,2,0,no
CUPE_GOBSP3_02_2018-02-12,CUPE,GOBSP3,02,2018-02-12,-1,3,0,no
MAYF_HYPETO_02_2016-04-05,MAYF,HYPETO,02,2016-04-05,0,1,0,no
MAYF_HYPETO_02_2016-04-05,MAYF,HYPETO,02,2016-04-05,0,2,1,no
MAYF_HYPETO_02_2016-04-05,MAYF,HYPETO,02,2016-04-05,0,3,0,no
MAYF_HYPETO_02_2018-11-26,MAYF,HYPETO,02,2018-11-26,0,1,1,no
MAYF_HYPETO_02_2018-11-26,MAYF,HYPETO,02,2018-11-26,0,2,0,no
MAYF_HYPETO_02_2018-11-26,MAYF,HYPETO,02,2018-11-26,0,3,1,no
MAYF_ICHGAG_02_2016-10-31,MAYF,ICHGAG,02,2016-10-31,-20,1,22,no
MAYF_ICHGAG_02_2016-10-31,MAYF,ICHGAG,02,2016-10-31,-20,2,8,no
MAYF_ICHGAG_02_2016-10-31,MAYF,ICHGAG,02,2016-10-31,-20,3,2,no
MAYF_ICHGAG_02_2017-03-28,MAYF,ICHGAG,02,2017-03-28,-10,1,14,no
MAYF_ICHGAG_02_2017-03-28,MAYF,ICHGAG,02,2017-03-28,-10,2,11,no
MAYF_ICHGAG_02_2017-03-28,MAYF,ICHGAG,02,2017-03-28,-10,3,4,no
MAYF_ICHGAG_02_2018-04-02,MAYF,ICHGAG,02,2018-04-02,-1,1,3,no
MAYF_ICHGAG_02_2018-04-02,MAYF,ICHGAG,02,2018-04-02,-1,2,1,no
MAYF_ICHGAG_02_2018-04-02,MAYF,ICHGAG,02,2018-04-02,-1,3,2,no
MAYF_ICHGAG_02_2018-11-26,MAYF,ICHGAG,02,2018-11-26,-4,1,7,no
MAYF_ICHGAG_02_2018-11-26,MAYF,ICHGAG,02,2018-11-26,-4,2,5,no
MAYF_ICHGAG_02_2018-11-26,MAYF,ICHGAG,02,2018-11-26,-4,3,3,no
MAYF_ICHGAG_02_2019-03-27,MAYF,ICHGAG,02,2019-03-27,0,1,1,no
MAYF_ICHGAG_02_2019-03-27,MAYF,ICHGAG,02,2019-03-27,0,2,6,no
MAYF_ICHGAG_02_2019-03-27,MAYF,ICHGAG,02,2019-03-27,0,3,1,no
MAYF_ICHGAG_02_2019-11-19,MAYF,ICHGAG,02,2019-11-19,0,1,3,no
MAYF_ICHGAG_02_2019-11-19,MAYF,ICHGAG,02,2019-11-19,0,2,5,no
MAYF_ICHGAG_02_2019-11-19,MAYF,ICHGAG,02,2019-11-19,0,3,3,no
MAYF_ICHGAG_02_2020-12-03,MAYF,ICHGAG,02,2020-12-03,1,1,1,yes
MAYF_ICHGAG_02_2020-12-03,MAYF,ICHGAG,02,2020-12-03,1,2,0,yes
MAYF_ICHGAG_02_2020-12-03,MAYF,ICHGAG,02,2020-12-03,1,3,2,yes
MAYF_ICHGAG_02_2021-03-29,MAYF,ICHGAG,02,2021-03-29,-1,1,1,no
MAYF_ICHGAG_02_2021-03-29,MAYF,ICHGAG,02,2021-03-29,-1,2,4,no
MAYF_ICHGAG_02_2021-03-29,MAYF,ICHGAG,02,2021-03-29,-1,3,0,no
MAYF_ICHGAG_02_2021-04-20,MAYF,ICHGAG,02,2021-04-20,-3,1,3,no
MAYF_ICHGAG_02_2021-04-20,MAYF,ICHGAG,02,2021-04-20,-3,2,0,no
MAYF_ICHGAG_02_2021-04-20,MAYF,ICHGAG,02,2021-04-20,-3,3,0,no
MAYF_ICHGAG_02_2021-04-22,MAYF,ICHGAG,02,2021-04-22,6,1,0,yes
MAYF_ICHGAG_02_2021-04-22,MAYF,ICHGAG,02,2021-04-22,6,2,9,yes
MAYF_ICHGAG_02_2021-04-22,MAYF,ICHGAG,02,2021-04-22,6,3,6,yes
MAYF_LAMAEP_02_2016-04-05,MAYF,LAMAEP,02,2016-04-05,-9,1,9,no
MAYF_LAMAEP_02_2016-04-05,MAYF,LAMAEP,02,2016-04-05,-9,2,11,no
MAYF_LAMAEP_02_2016-04-05,MAYF,LAMAEP,02,2016-04-05,-9,3,0,no
MAYF_LAMAEP_02_2016-10-31,MAYF,LAMAEP,02,2016-10-31,-9,1,11,no
MAYF_LAMAEP_02_2016-10-31,MAYF,LAMAEP,02,2016-10-31,-9,2,5,no
MAYF_LAMAEP_02_2016-10-31,MAYF,LAMAEP,02,2016-10-31,-9,3,2,no
MAYF_LAMAEP_02_2017-03-28,MAYF,LAMAEP,02,2017-03-28,0,1,0,no
MAYF_LAMAEP_02_2017-03-28,MAYF,LAMAEP,02,2017-03-28,0,2,1,no
MAYF_LAMAEP_02_2017-03-28,MAYF,LAMAEP,02,2017-03-28,0,3,0,no
MAYF_LAMAEP_02_2018-04-02,MAYF,LAMAEP,02,2018-04-02,-14,1,23,no
MAYF_LAMAEP_02_2018-04-02,MAYF,LAMAEP,02,2018-04-02,-14,2,11,no
MAYF_LAMAEP_02_2018-04-02,MAYF,LAMAEP,02,2018-04-02,-14,3,9,no
MAYF_LAMAEP_02_2018-11-26,MAYF,LAMAEP,02,2018-11-26,-4,1,10,no
MAYF_LAMAEP_02_2018-11-26,MAYF,LAMAEP,02,2018-11-26,-4,2,6,no
MAYF_LAMAEP_02_2018-11-26,MAYF,LAMAEP,02,2018-11-26,-4,3,6,no
MAYF_LAMAEP_02_2019-03-27,MAYF,LAMAEP,02,2019-03-27,-2,1,6,no
MAYF_LAMAEP_02_2019-03-27,MAYF,LAMAEP,02,2019-03-27,-2,2,7,no
MAYF_LAMAEP_02_2019-03-27,MAYF,LAMAEP,02,2019-03-27,-2,3,4,no
MAYF_LAMAEP_02_2019-11-19,MAYF,LAMAEP,02,2019-11-19,-2,1,6,no
MAYF_LAMAEP_02_2019-11-19,MAYF,LAMAEP,02,2019-11-19,-2,2,9,no
MAYF_LAMAEP_02_2019-11-19,MAYF,LAMAEP,02,2019-11-19,-2,3,4,no
MAYF_LAMAEP_02_2020-12-03,MAYF,LAMAEP,02,2020-12-03,1,1,1,yes
MAYF_LAMAEP_02_2020-12-03,MAYF,LAMAEP,02,2020-12-03,1,2,3,yes
MAYF_LAMAEP_02_2020-12-03,MAYF,LAMAEP,02,2020-12-03,1,3,2,yes
ARIK_LEPCYA_02_2017-04-10,ARIK,LEPCYA,02,2017-04-10,-14,1,14,no
ARIK_LEPCYA_02_2017-04-10,ARIK,LEPCYA,02,2017-04-10,-14,2,0,no
ARIK_LEPCYA_02_2017-04-10,ARIK,LEPCYA,02,2017-04-10,-14,3,0,no
MCDI_LEPCYA_02_2017-04-19,MCDI,LEPCYA,02,2017-04-19,-1,1,1,no
MCDI_LEPCYA_02_2017-04-19,MCDI,LEPCYA,02,2017-04-19,-1,2,1,no
MCDI_LEPCYA_02_2017-04-19,MCDI,LEPCYA,02,2017-04-19,-1,3,0,no
ARIK_LEPCYA_02_2017-10-17,ARIK,LEPCYA,02,2017-10-17,-11,1,11,no
ARIK_LEPCYA_02_2017-10-17,ARIK,LEPCYA,02,2017-10-17,-11,2,0,no
ARIK_LEPCYA_02_2017-10-17,ARIK,LEPCYA,02,2017-10-17,-11,3,0,no
MCDI_LEPCYA_02_2017-10-24,MCDI,LEPCYA,02,2017-10-24,-2,1,3,no
MCDI_LEPCYA_02_2017-10-24,MCDI,LEPCYA,02,2017-10-24,-2,2,2,no
MCDI_LEPCYA_02_2017-10-24,MCDI,LEPCYA,02,2017-10-24,-2,3,1,no
BLUE_LEPCYA_02_2017-10-31,BLUE,LEPCYA,02,2017-10-31,-16,1,16,no
BLUE_LEPCYA_02_2017-10-31,BLUE,LEPCYA,02,2017-10-31,-16,2,5,no
BLUE_LEPCYA_02_2017-10-31,BLUE,LEPCYA,02,2017-10-31,-16,3,0,no
PRIN_LEPCYA_02_2017-11-13,PRIN,LEPCYA,02,2017-11-13,-9,1,9,no
PRIN_LEPCYA_02_2017-11-13,PRIN,LEPCYA,02,2017-11-13,-9,2,0,no
PRIN_LEPCYA_02_2017-11-13,PRIN,LEPCYA,02,2017-11-13,-9,3,0,no
BLUE_LEPCYA_02_2018-04-10,BLUE,LEPCYA,02,2018-04-10,-8,1,8,no
BLUE_LEPCYA_02_2018-04-10,BLUE,LEPCYA,02,2018-04-10,-8,2,0,no
BLUE_LEPCYA_02_2018-04-10,BLUE,LEPCYA,02,2018-04-10,-8,3,0,no
MCDI_LEPCYA_02_2018-10-24,MCDI,LEPCYA,02,2018-10-24,1,1,2,yes
MCDI_LEPCYA_02_2018-10-24,MCDI,LEPCYA,02,2018-10-24,1,2,2,yes
MCDI_LEPCYA_02_2018-10-24,MCDI,LEPCYA,02,2018-10-24,1,3,3,yes
PRIN_LEPCYA_02_2019-02-26,PRIN,LEPCYA,02,2019-02-26,-2,1,2,no
PRIN_LEPCYA_02_2019-02-26,PRIN,LEPCYA,02,2019-02-26,-2,2,0,no
PRIN_LEPCYA_02_2019-02-26,PRIN,LEPCYA,02,2019-02-26,-2,3,0,no
ARIK_LEPCYA_02_2019-04-09,ARIK,LEPCYA,02,2019-04-09,-3,1,3,no
ARIK_LEPCYA_02_2019-04-09,ARIK,LEPCYA,02,2019-04-09,-3,2,0,no
ARIK_LEPCYA_02_2019-04-09,ARIK,LEPCYA,02,2019-04-09,-3,3,0,no
ARIK_LEPCYA_02_2019-10-15,ARIK,LEPCYA,02,2019-10-15,-2,1,2,no
ARIK_LEPCYA_02_2019-10-15,ARIK,LEPCYA,02,2019-10-15,-2,2,0,no
ARIK_LEPCYA_02_2019-10-15,ARIK,LEPCYA,02,2019-10-15,-2,3,0,no
PRIN_LEPCYA_02_2019-11-18,PRIN,LEPCYA,02,2019-11-18,-4,1,4,no
PRIN_LEPCYA_02_2019-11-18,PRIN,LEPCYA,02,2019-11-18,-4,2,0,no
PRIN_LEPCYA_02_2019-11-18,PRIN,LEPCYA,02,2019-11-18,-4,3,0,no
MCDI_LEPCYA_02_2020-06-16,MCDI,LEPCYA,02,2020-06-16,-5,1,6,no
MCDI_LEPCYA_02_2020-06-16,MCDI,LEPCYA,02,2020-06-16,-5,2,4,no
MCDI_LEPCYA_02_2020-06-16,MCDI,LEPCYA,02,2020-06-16,-5,3,1,no
MCDI_LEPCYA_02_2020-10-30,MCDI,LEPCYA,02,2020-10-30,-1,1,2,no
MCDI_LEPCYA_02_2020-10-30,MCDI,LEPCYA,02,2020-10-30,-1,2,2,no
MCDI_LEPCYA_02_2020-10-30,MCDI,LEPCYA,02,2020-10-30,-1,3,1,no
MCDI_LEPCYA_02_2021-04-28,MCDI,LEPCYA,02,2021-04-28,-4,1,4,no
MCDI_LEPCYA_02_2021-04-28,MCDI,LEPCYA,02,2021-04-28,-4,2,2,no
MCDI_LEPCYA_02_2021-04-28,MCDI,LEPCYA,02,2021-04-28,-4,3,0,no
MAYF_LEPGUL_02_2019-11-19,MAYF,LEPGUL,02,2019-11-19,0,1,0,no
MAYF_LEPGUL_02_2019-11-19,MAYF,LEPGUL,02,2019-11-19,0,2,1,no
MAYF_LEPGUL_02_2019-11-19,MAYF,LEPGUL,02,2019-11-19,0,3,0,no
MAYF_LEPMAC_02_2016-04-05,MAYF,LEPMAC,02,2016-04-05,0,1,0,no
MAYF_LEPMAC_02_2016-04-05,MAYF,LEPMAC,02,2016-04-05,0,2,1,no
MAYF_LEPMAC_02_2016-04-05,MAYF,LEPMAC,02,2016-04-05,0,3,0,no
MCDI_LEPMAC_02_2017-04-19,MCDI,LEPMAC,02,2017-04-19,-1,1,1,no
MCDI_LEPMAC_02_2017-04-19,MCDI,LEPMAC,02,2017-04-19,-1,2,0,no
MCDI_LEPMAC_02_2017-04-19,MCDI,LEPMAC,02,2017-04-19,-1,3,0,no
BLUE_LEPMAC_02_2017-10-31,BLUE,LEPMAC,02,2017-10-31,-1,1,1,no
BLUE_LEPMAC_02_2017-10-31,BLUE,LEPMAC,02,2017-10-31,-1,2,1,no
BLUE_LEPMAC_02_2017-10-31,BLUE,LEPMAC,02,2017-10-31,-1,3,0,no
PRIN_LEPMAC_02_2017-11-13,PRIN,LEPMAC,02,2017-11-13,-1,1,1,no
PRIN_LEPMAC_02_2017-11-13,PRIN,LEPMAC,02,2017-11-13,-1,2,0,no
PRIN_LEPMAC_02_2017-11-13,PRIN,LEPMAC,02,2017-11-13,-1,3,0,no
MCDI_LEPMAC_02_2018-10-24,MCDI,LEPMAC,02,2018-10-24,-5,1,7,no
MCDI_LEPMAC_02_2018-10-24,MCDI,LEPMAC,02,2018-10-24,-5,2,1,no
MCDI_LEPMAC_02_2018-10-24,MCDI,LEPMAC,02,2018-10-24,-5,3,2,no
PRIN_LEPMAC_02_2019-02-26,PRIN,LEPMAC,02,2019-02-26,-1,1,1,no
PRIN_LEPMAC_02_2019-02-26,PRIN,LEPMAC,02,2019-02-26,-1,2,0,no
PRIN_LEPMAC_02_2019-02-26,PRIN,LEPMAC,02,2019-02-26,-1,3,0,no
MCDI_LEPMAC_02_2019-04-17,MCDI,LEPMAC,02,2019-04-17,0,1,0,no
MCDI_LEPMAC_02_2019-04-17,MCDI,LEPMAC,02,2019-04-17,0,2,1,no
MCDI_LEPMAC_02_2019-04-17,MCDI,LEPMAC,02,2019-04-17,0,3,0,no
MCDI_LEPMAC_02_2019-10-31,MCDI,LEPMAC,02,2019-10-31,1,1,0,yes
MCDI_LEPMAC_02_2019-10-31,MCDI,LEPMAC,02,2019-10-31,1,2,0,yes
MCDI_LEPMAC_02_2019-10-31,MCDI,LEPMAC,02,2019-10-31,1,3,1,yes
MCDI_LEPMAC_02_2020-06-16,MCDI,LEPMAC,02,2020-06-16,-4,1,5,no
MCDI_LEPMAC_02_2020-06-16,MCDI,LEPMAC,02,2020-06-16,-4,2,3,no
MCDI_LEPMAC_02_2020-06-16,MCDI,LEPMAC,02,2020-06-16,-4,3,1,no
MCDI_LEPMAC_02_2020-10-30,MCDI,LEPMAC,02,2020-10-30,9,1,8,yes
MCDI_LEPMAC_02_2020-10-30,MCDI,LEPMAC,02,2020-10-30,9,2,28,yes
MCDI_LEPMAC_02_2020-10-30,MCDI,LEPMAC,02,2020-10-30,9,3,17,yes
MCDI_LEPMAC_02_2021-04-28,MCDI,LEPMAC,02,2021-04-28,-16,1,19,no
MCDI_LEPMAC_02_2021-04-28,MCDI,LEPMAC,02,2021-04-28,-16,2,8,no
MCDI_LEPMAC_02_2021-04-28,MCDI,LEPMAC,02,2021-04-28,-16,3,3,no
BLUE_LEPMEG_02_2017-10-31,BLUE,LEPMEG,02,2017-10-31,-3,1,8,no
BLUE_LEPMEG_02_2017-10-31,BLUE,LEPMEG,02,2017-10-31,-3,2,3,no
BLUE_LEPMEG_02_2017-10-31,BLUE,LEPMEG,02,2017-10-31,-3,3,5,no
BLUE_LEPMEG_02_2018-04-10,BLUE,LEPMEG,02,2018-04-10,-4,1,4,no
BLUE_LEPMEG_02_2018-04-10,BLUE,LEPMEG,02,2018-04-10,-4,2,0,no
BLUE_LEPMEG_02_2018-04-10,BLUE,LEPMEG,02,2018-04-10,-4,3,0,no
MCDI_LEPMEG_02_2018-10-24,MCDI,LEPMEG,02,2018-10-24,1,1,0,yes
MCDI_LEPMEG_02_2018-10-24,MCDI,LEPMEG,02,2018-10-24,1,2,0,yes
MCDI_LEPMEG_02_2018-10-24,MCDI,LEPMEG,02,2018-10-24,1,3,1,yes
PRIN_LEPMEG_02_2019-11-18,PRIN,LEPMEG,02,2019-11-18,-4,1,4,no
PRIN_LEPMEG_02_2019-11-18,PRIN,LEPMEG,02,2019-11-18,-4,2,0,no
PRIN_LEPMEG_02_2019-11-18,PRIN,LEPMEG,02,2019-11-18,-4,3,0,no
MCDI_LEPSP4_02_2017-10-24,MCDI,LEPSP4,02,2017-10-24,-1,1,1,no
MCDI_LEPSP4_02_2017-10-24,MCDI,LEPSP4,02,2017-10-24,-1,2,0,no
MCDI_LEPSP4_02_2017-10-24,MCDI,LEPSP4,02,2017-10-24,-1,3,0,no
BLUE_LEPSP4_02_2017-10-31,BLUE,LEPSP4,02,2017-10-31,-3,1,3,no
BLUE_LEPSP4_02_2017-10-31,BLUE,LEPSP4,02,2017-10-31,-3,2,2,no
BLUE_LEPSP4_02_2017-10-31,BLUE,LEPSP4,02,2017-10-31,-3,3,0,no
MAYF_LEPSP4_02_2018-11-26,MAYF,LEPSP4,02,2018-11-26,0,1,0,no
MAYF_LEPSP4_02_2018-11-26,MAYF,LEPSP4,02,2018-11-26,0,2,1,no
MAYF_LEPSP4_02_2018-11-26,MAYF,LEPSP4,02,2018-11-26,0,3,0,no
MAYF_LUXCHR_02_2016-10-31,MAYF,LUXCHR,02,2016-10-31,0,1,1,no
MAYF_LUXCHR_02_2016-10-31,MAYF,LUXCHR,02,2016-10-31,0,2,1,no
MAYF_LUXCHR_02_2016-10-31,MAYF,LUXCHR,02,2016-10-31,0,3,1,no
MAYF_LUXCHR_02_2019-11-19,MAYF,LUXCHR,02,2019-11-19,0,1,0,no
MAYF_LUXCHR_02_2019-11-19,MAYF,LUXCHR,02,2019-11-19,0,2,1,no
MAYF_LUXCHR_02_2019-11-19,MAYF,LUXCHR,02,2019-11-19,0,3,0,no
MCDI_LUXCOR_02_2018-04-18,MCDI,LUXCOR,02,2018-04-18,-1,1,1,no
MCDI_LUXCOR_02_2018-04-18,MCDI,LUXCOR,02,2018-04-18,-1,2,0,no
MCDI_LUXCOR_02_2018-04-18,MCDI,LUXCOR,02,2018-04-18,-1,3,0,no
MCDI_LUXCOR_02_2018-10-24,MCDI,LUXCOR,02,2018-10-24,2,1,1,yes
MCDI_LUXCOR_02_2018-10-24,MCDI,LUXCOR,02,2018-10-24,2,2,2,yes
MCDI_LUXCOR_02_2018-10-24,MCDI,LUXCOR,02,2018-10-24,2,3,3,yes
MCDI_LUXCOR_02_2020-06-16,MCDI,LUXCOR,02,2020-06-16,-1,1,1,no
MCDI_LUXCOR_02_2020-06-16,MCDI,LUXCOR,02,2020-06-16,-1,2,4,no
MCDI_LUXCOR_02_2020-06-16,MCDI,LUXCOR,02,2020-06-16,-1,3,0,no
MAYF_LYTBEL_02_2019-11-19,MAYF,LYTBEL,02,2019-11-19,-1,1,1,no
MAYF_LYTBEL_02_2019-11-19,MAYF,LYTBEL,02,2019-11-19,-1,2,0,no
MAYF_LYTBEL_02_2019-11-19,MAYF,LYTBEL,02,2019-11-19,-1,3,0,no
BLUE_LYTUMB_02_2018-04-10,BLUE,LYTUMB,02,2018-04-10,-4,1,4,no
BLUE_LYTUMB_02_2018-04-10,BLUE,LYTUMB,02,2018-04-10,-4,2,0,no
BLUE_LYTUMB_02_2018-04-10,BLUE,LYTUMB,02,2018-04-10,-4,3,0,no
BLUE_MICDOL_02_2017-10-31,BLUE,MICDOL,02,2017-10-31,-2,1,2,no
BLUE_MICDOL_02_2017-10-31,BLUE,MICDOL,02,2017-10-31,-2,2,1,no
BLUE_MICDOL_02_2017-10-31,BLUE,MICDOL,02,2017-10-31,-2,3,0,no
BLUE_MICDOL_02_2018-04-10,BLUE,MICDOL,02,2018-04-10,-1,1,1,no
BLUE_MICDOL_02_2018-04-10,BLUE,MICDOL,02,2018-04-10,-1,2,0,no
BLUE_MICDOL_02_2018-04-10,BLUE,MICDOL,02,2018-04-10,-1,3,0,no
MCDI_MICPUN_02_2017-10-24,MCDI,MICPUN,02,2017-10-24,0,1,1,no
MCDI_MICPUN_02_2017-10-24,MCDI,MICPUN,02,2017-10-24,0,2,1,no
MCDI_MICPUN_02_2017-10-24,MCDI,MICPUN,02,2017-10-24,0,3,1,no
BLUE_MICSAL_02_2018-04-10,BLUE,MICSAL,02,2018-04-10,-1,1,1,no
BLUE_MICSAL_02_2018-04-10,BLUE,MICSAL,02,2018-04-10,-1,2,0,no
BLUE_MICSAL_02_2018-04-10,BLUE,MICSAL,02,2018-04-10,-1,3,0,no
