uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"d9749d5d-3b73-4abc-935f-75d72df658f6","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,5,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"55c06d44-0c5b-413e-b9ca-0df1a223936f","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,7,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"e2191d5b-d92c-4d3c-84c7-f325d267de96","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,8,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"d850295b-516d-4d65-882e-dfa5f7220cd8","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,3,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"f3bd173d-80e9-4c8d-85b6-4d46ce226157","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,2,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"dbb7f0f1-5e9e-4fe7-8e10-effb89a23b1a","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,6,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"446aa777-d5a2-411e-aa10-9a54d9f71f6b","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,1,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"58f62e9c-d520-4329-9596-122d491a9eb7","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T17:03Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,4,,,,,,,,"Cancelled - COVID 19 closure (INC0037305)","0000-0003-0236-373X",,
"fdd3caa1-025f-438a-8258-c97d7dba2071","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T20:47Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,5,,,,,,,,"Canceled due to COVID","0000-0003-0236-373X",,
"d338b134-d24a-4ab7-877a-72d977be8025","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2020-06-01T20:47Z","MAYF.20200601",1,,,,,"NEON.DOC.003046vE","logistical","unknown - logistical","riffle",,7,,,,,,,,"Canceled due to COVID","0000-0003-0236-373X",,
