taxon_type_code,taxon_id,accepted_taxon_id,scientific_name,scientific_name_authorship,taxon_rank,vernacular_name,taxon_protocol_category,name_according_to_id,name_according_to_title,kingdom,subkingdom,infrakingdom,superdivision,division,subdivision,infradivision,parvdivision,superphylum,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,section,subsection,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,subvariety,form,subform,race,stirp,morph,abberation,unspecified,species_group,specific_epithet,infraspecific_epithet
FISH,CTESP2,CTESP2,Ctenopoma sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172587 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172587, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Anabantidae,NA,NA,NA,Ctenopoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,CTESPP,CTESPP,Ctenopharyngodon spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163536 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163536, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Ctenopharyngodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,CTESPP1,CTESPP1,Ctenogobius spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=171926 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=171926, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Gobiidae,NA,NA,NA,Ctenogobius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,CTESPP2,CTESPP2,Ctenopoma spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172587 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=172587, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Anabantidae,NA,NA,NA,Ctenopoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,CULINC,CULINC,Culaea inconstans,(Kirtland),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Gasterosteiformes,NA,NA,NA,NA,NA,Gasterosteidae,NA,NA,NA,Culaea,NA,Culaea inconstans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inconstans,NA
FISH,CULSP,CULSP,Culaea sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=166398 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=166398, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Gasterosteiformes,NA,NA,NA,NA,NA,Gasterosteidae,NA,NA,NA,Culaea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,CULSPP,CULSPP,Culaea spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=166398 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=166398, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Gasterosteiformes,NA,NA,NA,NA,NA,Gasterosteidae,NA,NA,NA,Culaea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,CYCELO,CYCELO,Cycleptus elongatus,(Lesueur),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Cycleptus,NA,Cycleptus elongatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongatus,NA
FISH,CYCMER,CYCMER,Cycleptus meridionalis,Burr & Mayden,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Cycleptus,NA,Cycleptus meridionalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meridionalis,NA
FISH,CYCSP,CYCSP,Cycleptus sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163952 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163952, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Cycleptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,CYCSPP,CYCSPP,Cycleptus spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163952 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163952, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Cycleptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,CYMAGG,CYMAGG,Cymatogaster aggregata,Gibbons,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Cymatogaster,NA,Cymatogaster aggregata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggregata,NA
FISH,CYMSP,CYMSP,Cymatogaster sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169738 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169738, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Cymatogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,CYMSPP,CYMSPP,Cymatogaster spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169738 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169738, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Cymatogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,CYPANA,CYPANA,Cyprinella analostana,Girard,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella analostana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,analostana,NA
FISH,CYPARC,CYPARC,Cyprinodon arcuatus,Minckley & Miller,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon arcuatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arcuatus,NA
FISH,CYPBOV,CYPBOV,Cyprinodon bovinus,Baird & Girard,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon bovinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bovinus,NA
FISH,CYPCAE,CYPCAE,Cyprinella caerulea,(Jordan),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella caerulea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caerulea,NA
FISH,CYPCAL,CYPCAL,Cyprinella callisema,(Jordan),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella callisema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,callisema,NA
FISH,CYPCAL1,CYPCAL1,Cyprinella callistia,(Jordan),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella callistia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,callistia,NA
FISH,CYPCAL2,CYPCAL2,Cyprinella callitaenia,(Bailey & Gibbs),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella callitaenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,callitaenia,NA
FISH,CYPCAM,CYPCAM,Cyprinella camura,(Jordan & Meek),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella camura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,camura,NA
FISH,CYPCAR,CYPCAR,Cyprinus carpio,Linnaeus,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinus,NA,Cyprinus carpio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carpio,NA
FISH,CYPCHL,CYPCHL,Cyprinella chloristia,(Jordan & Brayton),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella chloristia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chloristia,NA
FISH,CYPDIA,CYPDIA,Cyprinodon diabolis,Wales,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon diabolis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,diabolis,NA
FISH,CYPELE,CYPELE,Cyprinodon elegans,Baird & Girard,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elegans,NA
FISH,CYPERE,CYPERE,Cyprinodon eremus,Miller & Fuiman,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon eremus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eremus,NA
FISH,CYPEUR,CYPEUR,Cyprinella eurystoma,(Jordan),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella eurystoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eurystoma,NA
FISH,CYPEXI,CYPEXI,Cyprinodon eximius,Girard,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon eximius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eximius,NA
FISH,CYPFOR,CYPFOR,Cyprinella formosa,(Girard),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella formosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,formosa,NA
FISH,CYPGAL,CYPGAL,Cyprinella galactura,(Cope),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella galactura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,galactura,NA
FISH,CYPGIB,CYPGIB,Cyprinella gibbsi,(Howell & Williams),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella gibbsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gibbsi,NA
FISH,CYPHUB,CYPHUB,Cyprinodon hubbsi,Carr,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon hubbsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hubbsi,NA
FISH,CYPLAB,CYPLAB,Cyprinella labrosa,(Cope),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella labrosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labrosa,NA
FISH,CYPLEE,CYPLEE,Cyprinella leedsi,(Fowler),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella leedsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leedsi,NA
FISH,CYPLEP,CYPLEP,Cyprinella lepida,Girard,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella lepida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lepida,NA
FISH,CYPLUT,CYPLUT,Cyprinella lutrensis,(Baird & Girard),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella lutrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lutrensis,NA
FISH,CYPMAC,CYPMAC,Cyprinodon macularius,Baird & Girard,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon macularius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,macularius,NA
FISH,CYPMON,CYPMON,Cyprinella monacha,(Cope),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella monacha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monacha,NA
FISH,CYPMON1,CYPMON1,Cyprinella monachus,NA,species,Spotfin chub,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=NA (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=NA, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella monachus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monachus,NA
FISH,CYPNEV,CYPNEV,Cyprinodon nevadensis,Eigenmann & Eigenmann,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon nevadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nevadensis,NA
FISH,CYPNEV1,CYPNEV1,Cyprinodon nevadensis calidae,Miller,subspecies,"pupfish, tecopa (EXTINCT)",target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=647759 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=647759, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon nevadensis,calidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nevadensis,calidae
FISH,CYPNEV2,CYPNEV2,Cyprinodon nevadensis mionectes,Miller,subspecies,Ash Meadows Amargosa pupfish,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201970 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201970, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon nevadensis,mionectes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nevadensis,mionectes
FISH,CYPNEV3,CYPNEV3,Cyprinodon nevadensis pectoralis,Miller,subspecies,Warm Springs pupfish,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201971 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=201971, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon nevadensis,pectoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nevadensis,pectoralis
FISH,CYPNIV,CYPNIV,Cyprinella nivea,(Cope),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Cyprinella,NA,Cyprinella nivea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nivea,NA
FISH,CYPPEC,CYPPEC,Cyprinodon pecosensis,Echelle & Echelle,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Cyprinodon,NA,Cyprinodon pecosensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pecosensis,NA
