uid,domainID,siteID,namedLocation,passStartTime,passEndTime,eventID,passNumber,specimenNumber,taxonID,scientificName,taxonRank,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,fishTotalLength,fishWeight,delt,efMortality,efInjury,fishLifeStage,sampleTypeCollected,voucherSampleID,dnaSampleID,identifiedBy,remarks
"0559c1fd-c530-4592-8490-cd77debfa32d","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,5,"RHIATR","Rhinichthys atratulus","species",,,,52,1.3,,,,"adult","dna sample only","FSH.LECO.01.20190410.1.0005","FSH.LECO.01.20190410.1.0005.DNA","0000-0003-3518-7795",
"e11c3627-e98d-4a25-bea8-997c078380f8","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,21,"RHIATR","Rhinichthys atratulus","species",,,,55,1.8,,,,"adult","no sample",,,"0000-0003-3518-7795",
"f6a6d5dd-8167-4f0d-a563-8191f6400574","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,17,"RHIATR","Rhinichthys atratulus","species",,,,80,6.2,"Lesions/parasites",,,"adult","no sample",,,"0000-0003-3518-7795",
"e3318092-491c-4ff7-b5f3-7d42b9e572c6","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,14,"RHIATR","Rhinichthys atratulus","species",,,,55,1.8,,,,"adult","no sample",,,"0000-0003-3518-7795",
"b351c3eb-6419-423a-ae91-33a04391b64c","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,3,"RHIATR","Rhinichthys atratulus","species",,,,50,1.3,,,,"adult","dna sample only","FSH.LECO.01.20190410.1.0003","FSH.LECO.01.20190410.1.0003.DNA","0000-0003-3518-7795",
"1af00af5-c75f-4749-b160-547d85626cba","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,40,"RHIATR","Rhinichthys atratulus","species",,,,80,6.3,,,,"adult","no sample",,,"0000-0003-3518-7795",
"371a5d21-5d2a-4263-8bc4-b69bf5b81376","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,28,"RHIATR","Rhinichthys atratulus","species",,,,56,1.8,,,"Y","adult","no sample",,,"0000-0003-3518-7795",
"c49fdbfd-b5d7-475f-b47f-6523575d1111","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,19,"RHIATR","Rhinichthys atratulus","species",,,,54,1.6,,,"Y","adult","no sample",,,"0000-0003-3518-7795",
"08ea0be3-3eee-4e4c-80d9-149792040920","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,7,"RHIATR","Rhinichthys atratulus","species",,,,64,2.5,,,,"adult","no sample",,,"0000-0003-3518-7795",
"c6b4982f-1143-4613-a422-b8ce52b339aa","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,10,"RHIATR","Rhinichthys atratulus","species",,,,60,2.0,"Lesions/parasites",,,"adult","no sample",,,"0000-0003-3518-7795",
"7aff3cf1-98a3-4e45-8d03-30a59fd97bc5","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,6,"RHICAT","Rhinichthys cataractae","species",,,,76,3.8,"Lesions/parasites",,"Y","adult","dna sample only","FSH.LECO.01.20190410.1.0006","FSH.LECO.01.20190410.1.0006.DNA","0000-0003-3518-7795",
"c63b39e7-64e8-4d14-acd5-663f47124338","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,35,"RHIATR","Rhinichthys atratulus","species",,,,58,1.9,,,,"adult","no sample",,,"0000-0003-3518-7795",
"8800205a-7bd1-4d60-8fb3-0db854695235","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,8,"RHIATR","Rhinichthys atratulus","species",,,,50,1.2,,,,"adult","no sample",,,"0000-0003-3518-7795",
"c2c17dea-1565-4d1d-a7ca-cad7241f9105","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,31,"RHIATR","Rhinichthys atratulus","species",,,,78,4.6,,,,"adult","no sample",,,"0000-0003-3518-7795",
"53c862dd-a9dc-4b49-9e25-df9e22447d36","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,44,"RHIATR","Rhinichthys atratulus","species",,,,62,3.5,,,,"adult","no sample",,,"0000-0003-3518-7795",
"3accfd92-56a4-46ac-92ee-de852159f86b","D07","LECO","LECO.AOS.fish.point.01","2019-04-10T14:36Z","2019-04-10T15:47Z","LECO.20190410.01.1.e-fisher",1,38,"RHIATR","Rhinichthys atratulus","species",,,,58,1.8,,,,"adult","no sample",,,"0000-0003-3518-7795",
